1328PE,0,10000,Postbus,Almere
1309AA,1,16,Oostvaardersdiep,Almere
1309BA,1,2,IJmeerdijk,Almere
1309BB,2,8,Botterweg,Almere
1311GA,2,40,"Josephine Bakerstraat",Almere
1311GB,3,45,"Josephine Bakerstraat",Almere
1311GC,47,83,"Josephine Bakerstraat",Almere
1311HA,3,31,"Maurice Chevalierstraat",Almere
1311HB,2,10,"Maurice Chevalierstraat",Almere
1311HE,8,8,"Jacques Brelweg",Almere
1311HG,10,53,"Jacques Brelweg",Almere
1311HH,54,78,"Jacques Brelweg",Almere
1311HJ,1,7,"Edith Piafstraat",Almere
1311HK,5,43,"Jacques Brelweg",Almere
1311HL,1,37,"Elvis Presleystraat",Almere
1311HM,39,51,"Elvis Presleystraat",Almere
1311HN,53,95,"Elvis Presleystraat",Almere
1311HP,97,117,"Elvis Presleystraat",Almere
1311HR,2,28,"Elvis Presleystraat",Almere
1311HS,30,58,"Elvis Presleystraat",Almere
1311HT,60,80,"Elvis Presleystraat",Almere
1311HV,1,51,"Jimi Hendrixstraat",Almere
1311HW,53,73,"Jimi Hendrixstraat",Almere
1311HX,2,8,"Jimi Hendrixstraat",Almere
1311HZ,10,52,"Jimi Hendrixstraat",Almere
1311JA,54,76,"Jimi Hendrixstraat",Almere
1311JC,1,39,"Bob Marleystraat",Almere
1311JD,41,63,"Bob Marleystraat",Almere
1311JE,2,22,"Bob Marleystraat",Almere
1311JG,24,50,"Bob Marleystraat",Almere
1311JH,1,21,Supremesstraat,Almere
1311JK,1,21,Beatlesweg,Almere
1311JL,2,18,Beatlesweg,Almere
1311JM,1,19,"Golden Earringstraat",Almere
1311JN,2,12,"Golden Earringstraat",Almere
1311JP,14,32,"Golden Earringstraat",Almere
1311JR,1,35,"Rolling Stonesstraat",Almere
1311JS,37,71,"Rolling Stonesstraat",Almere
1311JT,10,24,"Rolling Stonesstraat",Almere
1311JV,26,58,"Rolling Stonesstraat",Almere
1311JW,1,33,"Rogier van Otterloostraat",Almere
1311JX,35,53,"Rogier van Otterloostraat",Almere
1311JZ,55,83,"Rogier van Otterloostraat",Almere
1311KA,2,20,"Rogier van Otterloostraat",Almere
1311KB,73,107,"Glenn Millerweg",Almere
1311KC,109,157,"Glenn Millerweg",Almere
1311KD,1,33,Carusostraat,Almere
1311KE,2,36,Carusostraat,Almere
1311KG,1,35,"Eduard van Beinumstraat",Almere
1311KH,1,59,"Kathleen Ferrierstraat",Almere
1311KJ,2,4,"Eduard van Beinumstraat",Almere
1311KK,61,123,"Kathleen Ferrierstraat",Almere
1311KL,2,40,"Toon Hermansstraat",Almere
1311KM,1,35,Buziaupad,Almere
1311KN,2,56,"Leonard Bernsteinstraat",Almere
1311KP,1,31,"Leonard Bernsteinstraat",Almere
1311KR,35,65,"Arturo Toscaninistraat",Almere
1311KS,1,14,"Vladimir Horowitzplantsoen",Almere
1311KT,34,64,"Arturo Toscaninistraat",Almere
1311KV,29,71,"Youri Egorovweg",Almere
1311KW,125,191,"Kathleen Ferrierstraat",Almere
1311KX,1,31,"Louis Davidsstraat",Almere
1311KZ,4,98,"Louis Davidsstraat",Almere
1311LA,143,199,Contrabasweg,Almere
1311LB,205,235,Contrabasweg,Almere
1311LC,33,55,"Louis Davidsstraat",Almere
1311LD,100,122,"Louis Davidsstraat",Almere
1311LE,1,38,"Fien de la Marpad",Almere
1311LG,1,37,"Wim Sonneveldstraat",Almere
1311LH,1,16,"Wim Kanplein",Almere
1311LJ,2,32,"Kathleen Ferrierstraat",Almere
1311LK,1,29,"Maria Callasstraat",Almere
1311LL,10,42,"Eduard van Beinumstraat",Almere
1311LM,37,107,"Eduard van Beinumstraat",Almere
1311LN,33,115,"Leonard Bernsteinstraat",Almere
1311LP,92,108,"Leonard Bernsteinstraat",Almere
1311LR,1,31,"Arturo Toscaninistraat",Almere
1311LS,2,32,"Arturo Toscaninistraat",Almere
1311LT,1,27,"Youri Egorovweg",Almere
1311LV,1,16,"Clara Haskilplantsoen",Almere
1311LW,124,222,"Louis Davidsstraat",Almere
1311LX,224,246,"Louis Davidsstraat",Almere
1311LZ,248,342,"Louis Davidsstraat",Almere
1311PA,1,31,"Nat King Colestraat",Almere
1311PB,2,34,"Nat King Colestraat",Almere
1311PC,2,32,"Count Basiestraat",Almere
1311PD,34,60,"Count Basiestraat",Almere
1311PE,2,28,"Chet Bakerstraat",Almere
1311PG,1,37,"Charlie Parkerstraat",Almere
1311PH,2,48,"Charlie Parkerstraat",Almere
1311PJ,50,96,"Charlie Parkerstraat",Almere
1311PK,38,118,"Nat King Colestraat",Almere
1311PL,120,202,"Nat King Colestraat",Almere
1311PN,1,17,"Billie Holidaystraat",Almere
1311PP,2,12,"Billie Holidaystraat",Almere
1311PR,14,36,"Billie Holidaystraat",Almere
1311PT,1,13,"Benny Goodmanstraat",Almere
1311PV,15,31,"Benny Goodmanstraat",Almere
1311PX,2,28,"Benny Goodmanstraat",Almere
1311RA,30,52,"Benny Goodmanstraat",Almere
1311RB,54,80,"Benny Goodmanstraat",Almere
1311RC,1,19,"Wessel Ilckenstraat",Almere
1311RD,37,119,"Wessel Ilckenstraat",Almere
1311RE,21,35,"Wessel Ilckenstraat",Almere
1311RG,2,16,"Wessel Ilckenstraat",Almere
1311RH,18,32,"Wessel Ilckenstraat",Almere
1311RJ,1,25,"Louis Armstrongweg",Almere
1311RK,2,56,"Louis Armstrongweg",Almere
1311RL,78,120,"Louis Armstrongweg",Almere
1311RM,121,199,"Wessel Ilckenstraat",Almere
1311RN,5,25,"Glenn Millerweg",Almere
1311RP,27,69,"Glenn Millerweg",Almere
1311RR,201,247,"Wessel Ilckenstraat",Almere
1311RS,2,22,"Glenn Millerweg",Almere
1311RT,24,42,"Glenn Millerweg",Almere
1311RV,44,84,"Glenn Millerweg",Almere
1311RW,86,166,"Glenn Millerweg",Almere
1311RX,1,45,"Duke Ellingtonstraat",Almere
1311SB,47,81,"Duke Ellingtonstraat",Almere
1311SC,91,115,"Duke Ellingtonstraat",Almere
1311SE,2,24,"Duke Ellingtonstraat",Almere
1311SH,1,27,"John Coltranestraat",Almere
1311SJ,2,42,"John Coltranestraat",Almere
1311SK,44,80,"John Coltranestraat",Almere
1311SM,1,3,"Erroll Garnerstraat",Almere
1311XA,1,9,Wormerweg,Almere
1311XB,2,10,Wormerweg,Almere
1311XC,1,23,Beemsterweg,Almere
1311XE,1,9,Purmerweg,Almere
1311XG,6,20,Purmerweg,Almere
1311ZX,153,161,Bartokweg,Almere
1312AA,1,35,Regentesseweg,Almere
1312AB,6,44,Regentesseweg,Almere
1312AC,46,98,Regentesseweg,Almere
1312AD,1,20,Gouverneurstraat,Almere
1312AE,21,34,Gouverneurstraat,Almere
1312AG,1,20,Koningstraat,Almere
1312AH,21,41,Koningstraat,Almere
1312AJ,1,11,Hertogstraat,Almere
1312AK,2,12,Hertogstraat,Almere
1312AL,1,41,Prinsenpad,Almere
1312AM,32,40,Prinsenpad,Almere
1312AN,1,13,Presidentstraat,Almere
1312AP,2,40,Presidentstraat,Almere
1312AR,42,68,Presidentstraat,Almere
1312AS,1,8,Graafpad,Almere
1312AT,1,20,Keizerstraat,Almere
1312AV,21,41,Keizerstraat,Almere
1312AW,4,4,Beatrixpromenade,Almere
1312AW,1,1,Koninginneweg,Almere
1312AZ,7,7,Beatrixpromenade,Almere
1312AZ,6,30,Koninginneweg,Almere
1312BA,32,60,Koninginneweg,Almere
1312BB,1,11,Stadhouderstraat,Almere
1312BC,2,12,Stadhouderstraat,Almere
1312BE,1,5,Kroonprinsstraat,Almere
1312EA,1,31,Divertimentostraat,Almere
1312EB,35,65,Divertimentostraat,Almere
1312EC,2,24,Divertimentostraat,Almere
1312EE,26,52,Divertimentostraat,Almere
1312EG,1,11,Sonatestraat,Almere
1312EH,2,12,Sonatestraat,Almere
1312EJ,2,11,Rapsodieplantsoen,Almere
1312EK,1,9,Serenadestraat,Almere
1312EL,2,12,Serenadestraat,Almere
1312EN,1,7,Suitestraat,Almere
1312EP,1,23,Cantatestraat,Almere
1312ER,2,18,Cantatestraat,Almere
1312ES,2,30,Partitastraat,Almere
1312ET,1,35,Symfoniestraat,Almere
1312EV,2,26,Symfoniestraat,Almere
1312GC,2,34,Saxofoonweg,Almere
1312HA,1,39,Accordeonstraat,Almere
1312HB,41,65,Accordeonstraat,Almere
1312HC,67,87,Accordeonstraat,Almere
1312HG,2,16,Klavecimbelstraat,Almere
1312HH,2,20,Orgelstraat,Almere
1312HJ,1,15,Harmoniumstraat,Almere
1312HK,17,53,Harmoniumstraat,Almere
1312HL,55,69,Harmoniumstraat,Almere
1312HN,2,16,Harmoniumstraat,Almere
1312HP,18,32,Harmoniumstraat,Almere
1312HR,1,23,Carillonstraat,Almere
1312HS,2,40,Carillonstraat,Almere
1312HT,42,70,Carillonstraat,Almere
1312HV,72,110,Carillonstraat,Almere
1312HX,1,27,Pianoweg,Almere
1312JA,31,55,Pianoweg,Almere
1312JB,57,95,Pianoweg,Almere
1312JC,97,113,Pianoweg,Almere
1312JD,117,121,Pianoweg,Almere
1312JE,2,22,Pianoweg,Almere
1312JG,24,50,Pianoweg,Almere
1312JH,52,78,Pianoweg,Almere
1312JJ,80,110,Pianoweg,Almere
1312JK,112,138,Pianoweg,Almere
1312JL,1,27,Altvioolstraat,Almere
1312JN,29,61,Altvioolstraat,Almere
1312JP,2,26,Altvioolstraat,Almere
1312JR,2,12,Citerstraat,Almere
1312JS,1,35,Cellostraat,Almere
1312JT,2,46,Cellostraat,Almere
1312JV,1,41,Contrabasweg,Almere
1312JW,1,7,"Klein-Brandt Sportpark",Almere
1312JX,2,36,Contrabasweg,Almere
1312JZ,1,21,Lierstraat,Almere
1312KA,1,41,Banjostraat,Almere
1312KB,43,65,Banjostraat,Almere
1312KE,1,51,Harpstraat,Almere
1312KG,53,67,Harpstraat,Almere
1312KH,71,85,Harpstraat,Almere
1312KJ,87,113,Harpstraat,Almere
1312KK,2,16,Harpstraat,Almere
1312KL,18,44,Harpstraat,Almere
1312KN,46,60,Harpstraat,Almere
1312KP,62,88,Harpstraat,Almere
1312KR,1,47,Saxofoonweg,Almere
1312KS,1,7,Hobostraat,Almere
1312KT,2,48,Hobostraat,Almere
1312KV,1,21,Fagotstraat,Almere
1312KX,23,43,Fagotstraat,Almere
1312LA,2,26,Fagotstraat,Almere
1312LB,28,52,Fagotstraat,Almere
1312LC,54,78,Fagotstraat,Almere
1312LE,80,106,Fagotstraat,Almere
1312LG,1,5,Luitstraat,Almere
1312LH,7,9,Luitstraat,Almere
1312LJ,2,24,Luitstraat,Almere
1312LK,26,48,Luitstraat,Almere
1312LL,38,38,Contrabasweg,Almere
1312LN,43,63,Contrabasweg,Almere
1312LP,65,85,Contrabasweg,Almere
1312LR,1,37,Mandolinestraat,Almere
1312LS,39,79,Mandolinestraat,Almere
1312LT,81,115,Mandolinestraat,Almere
1312LV,117,167,Mandolinestraat,Almere
1312LX,2,34,Mandolinestraat,Almere
1312NA,36,58,Mandolinestraat,Almere
1312NB,1,15,Klarinetstraat,Almere
1312NC,17,45,Klarinetstraat,Almere
1312NE,47,61,Klarinetstraat,Almere
1312NG,63,89,Klarinetstraat,Almere
1312NH,2,12,Klarinetstraat,Almere
1312NJ,14,44,Klarinetstraat,Almere
1312NK,46,68,Klarinetstraat,Almere
1312NL,70,84,Klarinetstraat,Almere
1312NN,86,110,Klarinetstraat,Almere
1312NP,49,75,Saxofoonweg,Almere
1312NR,1,23,Schalmeistraat,Almere
1312NS,2,16,Schalmeistraat,Almere
1312NT,1,15,Blokfluitstraat,Almere
1312NV,17,29,Blokfluitstraat,Almere
1312NX,2,20,Blokfluitstraat,Almere
1312PA,22,48,Blokfluitstraat,Almere
1312PB,1,19,Dwarsfluitstraat,Almere
1312PC,21,41,Dwarsfluitstraat,Almere
1312PE,2,16,Dwarsfluitstraat,Almere
1312PG,18,30,Dwarsfluitstraat,Almere
1312PH,2,20,Panfluitstraat,Almere
1312PJ,22,40,Panfluitstraat,Almere
1312PL,87,113,Contrabasweg,Almere
1312PM,115,141,Contrabasweg,Almere
1312PN,40,60,Contrabasweg,Almere
1312PP,62,82,Contrabasweg,Almere
1312PR,1,37,Gitaarstraat,Almere
1312PS,39,79,Gitaarstraat,Almere
1312PT,81,129,Gitaarstraat,Almere
1312PV,131,171,Gitaarstraat,Almere
1312PW,2,26,Gitaarstraat,Almere
1312PX,28,52,Gitaarstraat,Almere
1312RB,1,11,Piccolostraat,Almere
1312RC,13,33,Piccolostraat,Almere
1312RE,35,53,Piccolostraat,Almere
1312RG,55,65,Piccolostraat,Almere
1312RH,67,91,Piccolostraat,Almere
1312SB,1,49,Nocturnestraat,Almere
1312SC,2,32,Nocturnestraat,Almere
1312SE,1,43,Capricciostraat,Almere
1312SG,2,36,Capricciostraat,Almere
1312SH,1,21,Fugaplantsoen,Almere
1312SJ,3,55,Rondostraat,Almere
1312SK,2,56,Rondostraat,Almere
1312SM,1,51,Preludeweg,Almere
1312SN,53,101,Preludeweg,Almere
1312SP,103,123,Preludeweg,Almere
1312SR,3,3,Kruidenweg,Almere
1312ST,1,21,Ouverture,Almere
1312SV,22,42,Ouverture,Almere
1312SW,43,63,Ouverture,Almere
1312SX,2,44,Preludeweg,Almere
1312SZ,46,94,Preludeweg,Almere
1312TA,2,44,Moderatostraat,Almere
1312TB,1,43,Allegrostraat,Almere
1312TC,2,28,Allegrostraat,Almere
1312TD,1,7,Prestostraat,Almere
1312TE,1,2,Largopad,Almere
1312TG,23,37,Fugaplantsoen,Almere
1312TH,22,40,Fugaplantsoen,Almere
1312TJ,1,35,Toccatastraat,Almere
1312TK,37,61,Toccatastraat,Almere
1312TL,63,93,Toccatastraat,Almere
1312TM,2,26,Toccatastraat,Almere
1312TN,28,58,Toccatastraat,Almere
1312TP,60,96,Toccatastraat,Almere
1312TR,1,37,Andantestraat,Almere
1312TS,39,63,Andantestraat,Almere
1312TT,65,107,Andantestraat,Almere
1312TV,2,50,Andantestraat,Almere
1312TW,52,86,Andantestraat,Almere
1312TX,1,47,Menuetstraat,Almere
1312TZ,49,87,Menuetstraat,Almere
1312WB,77,103,Saxofoonweg,Almere
1312WC,105,157,Saxofoonweg,Almere
1312WD,1,29,Trommelstraat,Almere
1312WE,31,67,Trommelstraat,Almere
1312WG,2,56,Trommelstraat,Almere
1312WH,58,98,Trommelstraat,Almere
1312WJ,1,53,Paukenstraat,Almere
1312WK,55,97,Paukenstraat,Almere
1312WL,2,30,Paukenstraat,Almere
1312WN,32,68,Paukenstraat,Almere
1312WP,86,110,Contrabasweg,Almere
1312WR,112,144,Contrabasweg,Almere
1312WS,1,37,Tubastraat,Almere
1312WT,39,73,Tubastraat,Almere
1312WV,2,34,Tubastraat,Almere
1312WX,36,64,Tubastraat,Almere
1312WZ,1,33,Trombonestraat,Almere
1312XA,1,3,Beatrixlaan,Almere
1312XB,35,65,Trombonestraat,Almere
1312XC,2,20,Trombonestraat,Almere
1312XD,22,38,Trombonestraat,Almere
1312XE,1,35,Kornetstraat,Almere
1312XG,2,56,Kornetstraat,Almere
1312XH,2,4,Bugelpad,Almere
1312XJ,2,68,Euphoniumweg,Almere
1312XK,1,5,Euphoniumweg,Almere
1313AH,1,27,Raaigrasstraat,Almere
1313AJ,2,28,Raaigrasstraat,Almere
1313AK,1,43,Cypergrasweg,Almere
1313AL,2,54,Cypergrasweg,Almere
1313AN,1,25,Dadelklaverstraat,Almere
1313AP,2,20,Zoutgrasstraat,Almere
1313AR,24,58,Zoutgrasstraat,Almere
1313AS,1,18,Helmgrasveld,Almere
1313AT,1,17,Dwerggrashof,Almere
1313AV,2,40,Dwerggrashof,Almere
1313AW,1,29,Doddegrasweg,Almere
1313AX,35,47,Doddegrasweg,Almere
1313AZ,6,24,Doddegrasweg,Almere
1313BA,26,42,Doddegrasweg,Almere
1313BB,2,36,Kamgrasstraat,Almere
1313BC,1,33,Borstelgrasstraat,Almere
1313BE,35,43,Borstelgrasstraat,Almere
1313BG,2,34,Borstelgrasstraat,Almere
1313BH,36,44,Borstelgrasstraat,Almere
1313BJ,3,19,Hooigrasveld,Almere
1313BK,21,33,Hooigrasveld,Almere
1313BN,1,17,Fakkelgrashof,Almere
1313BP,2,40,Fakkelgrashof,Almere
1313BR,1,18,Mannagrasstraat,Almere
1313BS,1,18,Scherpgrasstraat,Almere
1313BT,40,60,Kweekgrasstraat,Almere
1313BV,1,17,Lintgrasstraat,Almere
1313BW,19,55,Lintgrasstraat,Almere
1313BX,2,36,Kweekgrasstraat,Almere
1313BZ,1,33,Kweekgrasstraat,Almere
1313CA,3,43,Kweldergrasveld,Almere
1313CB,45,77,Kweldergrasveld,Almere
1313CD,2,14,Vingerhoedskruidstraat,Almere
1313CE,16,38,Vingerhoedskruidstraat,Almere
1313CH,1,11,Pampagrasstraat,Almere
1313CJ,1,20,Buntgrasstraat,Almere
1313CK,1,18,Struisgrasstraat,Almere
1313CL,1,12,Trilgrasstraat,Almere
1313CM,1,19,Beemdgrasstraat,Almere
1313CN,1,51,Gipskruidweg,Almere
1313CP,53,103,Gipskruidweg,Almere
1313CR,105,145,Gipskruidweg,Almere
1313CS,147,223,Gipskruidweg,Almere
1313CT,2,46,Gipskruidweg,Almere
1313CV,48,102,Gipskruidweg,Almere
1313CW,104,156,Gipskruidweg,Almere
1313CX,158,208,Gipskruidweg,Almere
1313CZ,212,244,Gipskruidweg,Almere
1313DA,1,27,Beursjeskruidstraat,Almere
1313DB,2,10,Beursjeskruidstraat,Almere
1313DC,12,20,Beursjeskruidstraat,Almere
1313DD,1,11,Tasjeskruidstraat,Almere
1313DE,2,16,Tasjeskruidstraat,Almere
1313DG,1,13,Bonenkruidstraat,Almere
1313DH,2,14,Bonenkruidstraat,Almere
1313EA,4,14,Zuringstraat,Almere
1313EB,1,37,Saliestraat,Almere
1313EC,2,40,Saliestraat,Almere
1313EE,263,317,Basilicumweg,Almere
1313EG,319,335,Basilicumweg,Almere
1313EH,200,246,Basilicumweg,Almere
1313EJ,248,264,Basilicumweg,Almere
1313EL,1,21,Wollegrasweg,Almere
1313EM,23,45,Wollegrasweg,Almere
1313EN,2,22,Wollegrasweg,Almere
1313EP,26,40,Wollegrasweg,Almere
1313ER,42,56,Wollegrasweg,Almere
1313ES,2,16,Kruidnagelstraat,Almere
1313ET,1,35,Kruidnagelstraat,Almere
1313EV,1,21,Mirtestraat,Almere
1313EW,1,24,Lavendelplantsoen,Almere
1313EX,27,59,Lavendelplantsoen,Almere
1313GA,52,81,Lavendelplantsoen,Almere
1313GB,82,105,Lavendelplantsoen,Almere
1313GC,1,23,Kaneelstraat,Almere
1313GD,2,14,Kaneelstraat,Almere
1313GE,1,15,Nootmuskaatweg,Almere
1313GG,2,20,Pastinaakstraat,Almere
1313GH,22,40,Pastinaakstraat,Almere
1313GJ,1,25,Koolzaadweg,Almere
1313GK,27,53,Koolzaadweg,Almere
1313GL,57,79,Koolzaadweg,Almere
1313GN,2,12,Koolzaadweg,Almere
1313GP,14,40,Koolzaadweg,Almere
1313GR,42,64,Koolzaadweg,Almere
1313GS,1,5,Sesamstraat,Almere
1313GT,2,26,Sesamstraat,Almere
1313GV,28,58,Sesamstraat,Almere
1313GW,1,9,Bernagiestraat,Almere
1313GX,2,20,Bernagiestraat,Almere
1313HA,1,19,Papaverstraat,Almere
1313HB,23,39,Papaverstraat,Almere
1313HC,2,38,Papaverstraat,Almere
1313HE,1,17,Peperstraat,Almere
1313HG,21,37,Peperstraat,Almere
1313HH,2,18,Peperstraat,Almere
1313HJ,20,36,Peperstraat,Almere
1313HK,2,18,Selderijpad,Almere
1313HL,2,18,Kornoeljestraat,Almere
1313HN,2,18,Wikkepad,Almere
1313HR,1,19,Steenbreekpad,Almere
1313HS,1,17,Weegbreestraat,Almere
1313HV,1,35,Maanzaadpad,Almere
1313HX,1,39,Kalmoespad,Almere
1313JA,1,39,Valeriaanstraat,Almere
1313JB,4,22,Valeriaanstraat,Almere
1313JC,1,15,Sjalotpad,Almere
1313JE,1,31,Loogkruidstraat,Almere
1313JG,2,24,Loogkruidstraat,Almere
1313JH,1,25,Bitterkruidpad,Almere
1313JJ,1,27,Hartekruidpad,Almere
1313JK,1,23,Nimfkruidstraat,Almere
1313JL,2,42,Speenkruidstraat,Almere
1313JN,1,11,Fonteinkruidstraat,Almere
1313JP,1,13,Weidekruidveld,Almere
1313JR,15,27,Weidekruidveld,Almere
1313JS,29,53,Weidekruidveld,Almere
1313JT,55,77,Weidekruidveld,Almere
1313KA,1,15,"St. Janskruidplantsoen",Almere
1313KB,2,18,"St. Janskruidplantsoen",Almere
1313KC,1,15,Knopkruidpad,Almere
1313KE,1,15,Bolkruidstraat,Almere
1313KG,2,12,Bolkruidstraat,Almere
1313KH,1,11,Kroonkruidstraat,Almere
1313KJ,1,12,Penningkruidstraat,Almere
1313KK,1,11,Dalkruidstraat,Almere
1313KL,1,11,Ebbekruidstraat,Almere
1313KN,2,12,Ebbekruidstraat,Almere
1313KS,10,10,Kweldergrasveld,Almere
1313KS,1,31,Fluitekruidstraat,Almere
1313KT,33,75,Fluitekruidstraat,Almere
1313LA,2,12,Zwenkgrasstraat,Almere
1313LB,1,47,Fioringrasstraat,Almere
1313LC,1,15,Zwenkgrasstraat,Almere
1313NA,1,7,"De Specerij",Almere
1313NB,8,18,"De Specerij",Almere
1313NC,19,29,"De Specerij",Almere
1313NE,30,35,"De Specerij",Almere
1313NG,36,50,"De Specerij",Almere
1313NH,51,66,"De Specerij",Almere
1313NJ,67,72,"De Specerij",Almere
1314AJ,1,57,"Markerkant 12",Almere
1314AK,2,14,"Markerkant 12",Almere
1314AL,1,11,"Markerkant 13",Almere
1314AN,2,92,"Markerkant 13",Almere
1314AP,1,13,"Markerkant 14",Almere
1314AR,2,12,"Markerkant 14",Almere
1314AS,16,64,"Markerkant 14",Almere
1314AT,1,15,"Markerkant 15",Almere
1314AV,19,29,"Markerkant 15",Almere
1314AW,2,12,"Markerkant 15",Almere
1314AX,14,26,"Markerkant 15",Almere
1314AZ,2,8,"Rie Mastenbroeksportpark",Almere
1314BA,1,8,"Randstad 20",Almere
1314BB,9,25,"Randstad 20",Almere
1314BC,27,31,"Randstad 20",Almere
1314BD,1,15,"Randstad 21",Almere
1314BE,17,31,"Randstad 21",Almere
1314BG,33,47,"Randstad 21",Almere
1314BH,49,61,"Randstad 21",Almere
1314BJ,65,77,"Randstad 21",Almere
1314BK,81,81,"Randstad 21",Almere
1314BL,8,14,"Randstad 21",Almere
1314BM,20,30,"Randstad 21",Almere
1314BN,1,1,"Randstad 23",Almere
1314CA,1,7,Wisselweg,Almere
1314CB,31,33,Wisselweg,Almere
1314CC,151,303,Wisselweg,Almere
1314CG,1,1,Mandelaplein,Almere
1314CH,1,33,"P.J. Oudweg",Almere
1314CJ,41,53,"P.J. Oudweg",Almere
1314CK,61,61,"P.J. Oudweg",Almere
1314CL,14,18,"W. Dreesweg",Almere
1314CM,20,22,"W. Dreesweg",Almere
1314CN,24,30,"W. Dreesweg",Almere
1314HB,40,66,Basilicumweg,Almere
1314HC,68,106,Basilicumweg,Almere
1314HD,108,146,Basilicumweg,Almere
1314HE,148,188,Basilicumweg,Almere
1314HG,2,40,Tijmstraat,Almere
1314HH,1,16,Wijnruitstraat,Almere
1314HJ,1,31,Saffraanplein,Almere
1314HK,2,32,Saffraanplein,Almere
1314HL,1,19,Laurierstraat,Almere
1314HM,2,26,Laurierstraat,Almere
1314HN,1,9,Mierikswortelpad,Almere
1314JA,1,20,Anijsstraat,Almere
1314JB,1,20,Bieslookstraat,Almere
1314JC,1,20,Dragonstraat,Almere
1314JD,1,18,Kervelstraat,Almere
1314JE,1,18,Kruizemuntstraat,Almere
1314JG,2,18,Pepermuntstraat,Almere
1314JH,5,9,Korianderweg,Almere
1314JJ,12,30,Korianderweg,Almere
1314JK,1,41,Pimpernelstraat,Almere
1314JL,2,36,Pimpernelstraat,Almere
1314JM,1,19,Peterseliestraat,Almere
1314JN,2,42,Peterseliestraat,Almere
1314JP,1,27,Marjoleinstraat,Almere
1314JR,5,21,Oreganoweg,Almere
1314JS,2,16,Kamillestraat,Almere
1314JT,1,67,Basilicumweg,Almere
1314JV,69,131,Basilicumweg,Almere
1314JW,133,173,Basilicumweg,Almere
1314JX,175,215,Basilicumweg,Almere
1314JZ,2,38,Basilicumweg,Almere
1314KA,217,259,Basilicumweg,Almere
1314KB,2,18,Dillepad,Almere
1314KC,1,19,Vanillestraat,Almere
1314KD,21,55,Vanillestraat,Almere
1314KE,2,40,Vanillestraat,Almere
1314KG,42,76,Vanillestraat,Almere
1314KJ,2,18,Melissepad,Almere
1314KK,1,36,Kummelstraat,Almere
1314KL,2,16,Sojastraat,Almere
1314KM,1,13,Rozemarijnstraat,Almere
1314KN,19,37,Rozemarijnstraat,Almere
1314KP,2,14,Rozemarijnstraat,Almere
1314KR,20,38,Rozemarijnstraat,Almere
1314KS,1,21,Foeliestraat,Almere
1314KT,2,40,Foeliestraat,Almere
1314KV,1,12,Venkelstraat,Almere
1314KW,1,41,Tuinkersstraat,Almere
1314KX,43,69,Tuinkersstraat,Almere
1314KZ,20,52,Distelweg,Almere
1314LH,1,29,Melkdistelstraat,Almere
1314LJ,2,36,Melkdistelstraat,Almere
1314LK,1,17,Speerdistelstraat,Almere
1314LL,2,22,Speerdistelstraat,Almere
1314LM,1,21,Driedistelstraat,Almere
1314LN,1,51,Moesdistelstraat,Almere
